"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","% Rostered","+/-","MIN","FG-","3PTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","EJ","2DO","3D","+-"
"*04ewu*","Josh Hart","NO","SG,G,SF,F,Flx","107","MIL","26","","3.00","2nd","7381","335.5","81%","-8.8%","30.3","4.1","0.8","0.4","11.3","1.2","5.6","4.1","0.9","0.3","1.7","2.9","0.23","0.05","0.1","0.0","-4.0"
"*04exe*","Monte Morris","DEN","PG,SG,G,Flx","98","BKL","26","WAS<br/>Mon 9:00PM","3.10","2nd","7352","282.77","73%","+2.9%","29.9","5.8","1.5","0.2","12.3","0.2","2.5","4.3","0.8","0.2","1.3","1.5","0.00","0.00","0.0","0.0","5.0"
"*05uib*","Cade Cunningham","DET","PG,SG,G,Flx","110","DAL","20","","7.00","4th","7272","346.29","99%","-0.8%","31.7","9.4","2.3","0.4","15.8","1.0","5.2","4.6","1.4","0.6","3.9","2.5","0.05","0.00","0.1","0.0","-5.7"
"*03e74*","Spencer Dinwiddie","WAS","PG,SG,G,Flx","99","UTA","28","@DEN<br/>Mon 9:00PM","3.70","3rd","7266","315.91","97%","-3.3%","29.3","7.1","1.8","0.4","13.3","0.7","4.1","5.3","0.4","0.2","1.5","2.3","0.09","0.00","0.1","0.0","-2.2"
"*051oj*","RJ Barrett","NY","SG,G,SF,F,Flx","100","BOS","21","","13.10","4th","7262","290.48","97%","-2.7%","30.8","8.0","1.9","0.9","15.1","0.8","4.8","2.1","0.4","0.3","1.7","2.0","0.00","0.00","0.0","0.0","-3.3"
"*031mb*","Tim Hardaway","DAL","SG,G,SF,F,Flx","109","SAC","29","CHA<br/>Mon 8:30PM","4.80","1st","7231","278.12","88%","+8.1%","30.6","8.0","2.3","0.7","14.0","0.4","3.4","2.2","1.0","0.1","0.6","1.8","0.00","0.00","0.0","0.0","-2.2"
"*04ewf*","Bam Adebayo","MIA","C,Flx","101","DAL","24","@CLE<br/>Mon 7:00PM","21.70","2nd","7224","401.33","99%","-0.5%","32.4","6.5","0.0","1.5","18.7","2.7","7.4","3.2","1.1","0.3","2.9","3.3","0.00","0.00","0.5","0.0","1.6"
"*0527l*","Luguentz Dort","OKC","SG,G,Flx","105","DET","22","","3.10","2nd","7221","288.84","90%","+0.4%","31.7","7.9","2.5","0.6","17.0","0.7","3.1","1.8","0.8","0.4","1.6","2.8","0.00","0.00","0.0","0.0","-8.2"
"*0019g*","LaMarcus Aldridge","BKN","C,Flx","102","DEN","36","","1.50","4th","7208","288.32","88%","-1.6%","23.2","4.4","0.4","0.3","14.0","1.4","4.3","0.9","0.4","1.2","0.8","1.7","0.00","0.00","0.0","0.0","2.6"
"*049kd*","Deandre Ayton","PHO","C,Flx","103","MEM","23","@LAC<br/>Mon 10:30PM","16.50","3rd","7180","398.89","100%","-0.3%","30.4","4.6","0.1","1.0","16.3","3.0","8.1","1.5","0.8","0.7","1.8","2.3","0.11","0.00","0.6","0.0","1.9"
"*051pg*","Cody Martin","CHA","SG,G,SF,F,Flx","104","LAL","26","@DAL<br/>Mon 8:30PM","3.50","4th","7166","275.62","68%","+17.9%","26.5","3.4","1.1","0.5","9.0","1.4","3.0","2.5","1.4","0.6","0.7","1.8","0.08","0.00","0.0","0.0","0.5"
"*04qsb*","Devonte' Graham","NO","PG,SG,G,Flx","108","MIA","26","","6.30","4th","7151","275.04","95%","-4.6%","30.3","7.7","2.8","0.4","13.2","0.5","1.8","4.3","1.2","0.2","1.6","1.4","0.08","0.00","0.0","0.0","-1.1"
"*00129*","Carmelo Anthony","LAL","SF,F,Flx","106","WAS","37","","5.50","1st","7093","262.7","85%","-15.2%","27.3","6.0","2.4","0.5","13.6","0.9","3.3","0.9","0.7","0.6","0.9","2.4","0.19","0.00","0.0","0.0","0.6"
"*05qt0*","Saddiq Bey","DET","SF,F,Flx","112","DAL","22","","2.90","2nd","7015","269.81","91%","-8.6%","31.3","8.3","1.8","0.5","11.9","1.8","4.0","2.3","1.0","0.2","1.4","1.7","0.00","0.00","0.0","0.0","-8.7"
"*04ewd*","Luke Kennard","LAC","SG,G,SF,F,Flx","111","BOS","25","PHO<br/>Mon 10:30PM","3.90","2nd","6987","258.78","51%","+31.4%","27.8","5.1","2.7","0.0","11.3","0.2","3.1","1.9","0.8","0.1","0.8","1.4","0.00","0.00","0.0","0.0","3.7"
"*04jwd*","Royce O'Neale","UTA","SF,PF,F,Flx","113","UTA","28","","4.00","1st","6929","288.71","68%","-2.2%","30.5","2.9","1.6","0.3","7.8","1.0","4.0","2.4","1.5","0.7","1.1","2.2","0.00","0.00","0.0","0.0","6.2"
"*051ps*","Terance Mann","LAC","SG,G,SF,F,Flx","114","PHX","25","PHO<br/>Mon 10:30PM","1.70","4th","6920","266.15","69%","-11.4%","27.3","4.2","1.0","0.4","9.7","1.5","3.9","2.3","0.7","0.1","1.2","2.3","0.00","0.00","0.1","0.0","1.2"
"*01eog*","Patty Mills","BKN","PG,G,Flx","120","PHI","33","","3.10","2nd","6886","255.04","75%","+4.8%","28.7","5.6","3.0","0.1","12.7","0.3","1.4","2.4","0.6","0.3","0.9","1.3","0.00","0.00","0.0","0.0","6.5"
"*02nf9*","Andre Drummond","PHI","C,Flx","115","BOS","28","@MEM<br/>Mon 8:00PM","26.60","1st","6866","264.08","94%","-6.3%","19.7","2.6","0.0","0.9","6.3","3.2","6.5","2.0","1.0","1.1","1.7","2.6","0.12","0.00","0.2","0.0","0.0"
"*05uin*","Chris Duarte","IND","SG,G,SF,F,Flx","116","DAL","24","GS<br/>Mon 7:00PM","2.80","4th","6845","263.27","85%","-5.4%","29.1","7.0","1.8","0.4","13.3","0.5","3.5","2.1","1.1","0.1","1.6","1.8","0.08","0.04","0.0","0.0","2.2"
"*0496e*","Alex Caruso","CHI","PG,SG,G,Flx","117","UTA","27","","1.50","4th","6817","284.04","82%","+12%","28.0","3.5","1.0","0.3","8.4","0.9","2.7","4.1","2.2","0.4","1.5","2.7","0.08","0.00","0.0","0.0","4.6"
"*027ov*","Alec Burks","NY","PG,SG,G,Flx","118","LAC","30","","1.50","4th","6815","262.12","81%","+10.8%","24.8","5.2","2.0","0.5","11.3","0.4","3.5","2.1","1.2","0.3","0.8","2.1","0.00","0.00","0.0","0.0","0.7"
"*043ib*","Dorian Finney-Smith","DAL","SF,PF,F,Flx","128","LAC","28","CHA<br/>Mon 8:30PM","3.50","2nd","6802","261.62","66%","-3.7%","31.0","4.4","1.8","0.4","9.1","1.7","2.9","1.7","1.5","0.5","1.0","2.2","0.04","0.00","0.0","0.0","-1.2"
"*02q81*","P.J. Tucker","MIA","SF,PF,F,Flx","119","SAS","36","@CLE<br/>Mon 7:00PM","5.20","1st","6796","251.7","34%","+23.8%","27.3","2.7","1.1","0.1","6.9","1.6","4.1","2.0","0.7","0.3","0.8","2.4","0.07","0.00","0.1","0.0","1.1"
"*005ka*","Derrick Rose","NY","PG,G,Flx","121","LAC","33","","5.50","2nd","6785","282.71","83%","-6.6%","24.0","5.9","1.4","0.0","12.3","0.8","2.2","4.0","0.9","0.5","1.5","0.5","0.00","0.00","0.0","0.0","4.5"
"*04qsi*","Jarred Vanderbilt","MIN","PF,F,C,Flx","122","OKC","22","","4.50","3rd","6752","259.69","77%","-3%","22.2","2.0","0.0","0.2","5.7","2.9","5.0","1.2","1.4","0.7","1.0","2.7","0.00","0.00","0.1","0.0","1.8"
"*031lv*","Kentavious Caldwell-Pope","WAS","SG,G,Flx","123","WAS","28","@DEN<br/>Mon 9:00PM","3.40","3rd","6713","248.63","68%","+7.5%","28.5","5.3","2.0","0.1","11.0","0.6","3.0","1.7","1.3","0.3","1.3","1.8","0.19","0.00","0.0","0.0","-2.8"
"*01uyx*","Eric Bledsoe","LAC","PG,SG,G,Flx","124","MIA","32","PHO<br/>Mon 10:30PM","7.10","3rd","6624","245.33","72%","+1.6%","25.8","4.9","0.8","0.3","9.1","0.7","3.2","3.5","1.3","0.4","1.9","1.6","0.00","0.00","0.0","0.0","-3.0"
"*03nwl*","Terry Rozier","CHA","PG,SG,G,Flx","125","SAS","27","@DAL<br/>Mon 8:30PM","9.00","3rd","6613","348.05","99%","-1.5%","32.5","8.7","2.6","0.3","17.7","0.6","2.9","3.6","1.3","0.5","1.4","1.4","0.16","0.00","0.0","0.0","-1.3"
"*03byk*","Jordan Clarkson","UTA","PG,SG,G,Flx","126","BKL","29","","8.50","4th","6611","254.27","91%","+0.5%","24.3","8.8","2.7","0.3","14.6","0.7","2.4","2.1","0.7","0.2","1.2","1.6","0.08","0.00","0.0","0.0","7.3"
"*042n6*","Jakob Poeltl","SA","C,Flx","136","PHX","26","","3.00","2nd","6524","343.37","98%","-1.5%","28.2","3.4","0.0","1.7","12.3","4.3","4.6","2.7","0.5","1.6","1.7","3.0","0.00","0.00","0.3","0.0","-0.3"
"*02nfy*","Jae Crowder","PHO","SF,PF,F,Flx","127","CHA","31","@LAC<br/>Mon 10:30PM","3.40","1st","6519","260.76","61%","+11%","27.6","4.9","2.0","0.3","9.5","0.5","4.4","1.4","1.3","0.5","0.9","2.2","0.16","0.00","0.0","0.0","6.1"
"*051p3*","Darius Bazley","OKC","SF,PF,F,Flx","134","PHX","21","","3.10","2nd","6470","248.85","73%","+2.7%","27.0","5.5","1.0","0.7","8.8","0.9","5.6","1.3","0.9","1.2","1.4","0.9","0.00","0.00","0.0","0.0","-7.9"
"*04qs4*","Robert Williams","BOS","PF,F,C,Flx","129","SAC","24","MIL<br/>Mon 7:30PM","2.70","3rd","6376","318.8","98%","-1.9%","27.0","1.4","0.0","0.6","9.1","3.5","4.6","1.1","0.8","1.8","1.2","1.7","0.05","0.00","0.3","0.0","1.9"
"*02nfk*","Evan Fournier","NY","SG,G,SF,F,Flx","130","NYK","29","","8.00","2nd","6263","231.96","87%","+17.3%","27.6","6.5","2.5","0.3","12.4","0.4","2.3","1.7","0.9","0.2","1.3","1.8","0.00","0.00","0.0","0.0","-3.9"
"*051pi*","Daniel Gafford","WAS","C,Flx","131","NYK","23","@DEN<br/>Mon 9:00PM","5.50","4th","6244","260.17","92%","-7.9%","20.8","1.9","0.0","0.5","9.2","2.2","4.2","1.0","0.5","2.0","1.1","2.6","0.04","0.00","0.2","0.0","-3.7"
"*04qsd*","Mitchell Robinson","NY","C,Flx","132","BOS","23","","9.90","3rd","6239","259.96","86%","+6.3%","24.0","1.0","0.0","0.8","6.9","3.1","4.6","0.6","0.4","1.7","0.6","2.8","0.00","0.00","0.2","0.0","-3.2"
"*04qsm*","De'Anthony Melton","MEM","PG,SG,G,Flx","133","OKC","23","PHI<br/>Mon 8:00PM","3.00","2nd","6234","259.75","81%","-18.8%","24.2","5.6","1.8","0.3","10.2","0.9","3.2","2.5","1.6","0.6","1.6","1.7","0.00","0.00","0.0","0.0","1.0"
"*03r7z*","Norman Powell","POR","SG,G,Flx","135","SAC","28","","6.00","3rd","6222","270.52","94%","+13.9%","28.6","6.5","1.8","0.8","16.7","0.3","2.0","1.7","0.8","0.3","1.2","1.9","0.00","0.00","0.0","0.0","-1.4"
"*04s00*","Duncan Robinson","MIA","SG,G,SF,F,Flx","137","LAL","27","@CLE<br/>Mon 7:00PM","4.50","4th","6166","228.37","74%","+4%","27.4","6.3","2.9","0.1","11.3","0.3","3.0","1.3","0.7","0.3","0.8","2.8","0.00","0.00","0.0","0.0","0.2"
"*04qrw*","Kevin Huerter","ATL","SG,G,SF,F,Flx","138","CLE","23","HOU<br/>Mon 7:30PM","6.60","3rd","6156","246.24","67%","+6.5%","26.8","4.6","1.9","0.1","11.0","0.3","3.0","2.4","0.4","0.2","1.4","1.8","0.04","0.00","0.0","0.0","3.4"
"*03wr4*","T.J. McConnell","IND","PG,SG,G,Flx","139","DEN","29","GS<br/>Mon 7:00PM","3.10","2nd","6151","256.29","65%","-15.2%","23.8","3.8","0.3","0.1","8.4","0.8","2.5","4.8","1.0","0.4","1.2","1.8","0.04","0.00","0.0","0.0","-2.4"
"*03ad0*","Tyus Jones","MEM","PG,G,Flx","140","MIN","25","PHI<br/>Mon 8:00PM","1.50","2nd","6124","226.81","62%","+12.4%","19.8","3.4","1.0","0.1","7.3","0.2","2.4","4.3","1.0","0.1","0.8","0.4","0.00","0.00","0.0","0.0","0.9"
"*03kqi*","Joe Ingles","UTA","SG,G,SF,F,Flx","141","PHI","34","","3.70","2nd","6004","230.92","60%","-0.5%","24.1","3.3","2.0","0.1","8.0","0.5","2.6","3.4","0.5","0.1","1.0","1.6","0.08","0.08","0.0","0.0","6.3"
"*005lx*","JaVale McGee","PHO","C,Flx","142","CHA","33","@LAC<br/>Mon 10:30PM","2.00","2nd","5988","239.52","48%","-1.8%","15.5","2.4","0.0","0.7","10.5","2.6","4.7","0.6","0.3","0.9","1.6","2.4","0.00","0.00","0.2","0.0","3.9"
"*05qub*","Isaiah Stewart","DET","PF,F,C,Flx","147","DET","20","","3.40","2nd","5947","247.79","94%","+4.2%","25.3","2.8","0.0","0.4","7.5","2.5","5.6","1.2","0.5","1.2","1.0","2.6","0.17","0.04","0.1","0.0","-7.2"
"*049kc*","Malik Monk","LAL","PG,SG,G,Flx","143","SAS","23","","3.10","3rd","5941","220.04","57%","+27.2%","23.5","4.6","1.8","0.2","10.0","0.4","2.3","2.2","0.7","0.3","1.3","1.5","0.00","0.00","0.0","0.0","2.2"
"*042nm*","Pascal Siakam","TOR","PF,F,Flx","144","SAS","27","SAC<br/>Mon 7:00PM","14.60","1st","5923","394.87","98%","-1.5%","33.7","8.3","1.2","1.2","18.9","1.9","5.7","3.8","0.6","0.8","2.3","3.3","0.07","0.00","0.3","0.0","-0.2"
"*04ewn*","OG Anunoby","TOR","SF,PF,F,Flx","145","UTA","24","SAC<br/>Mon 7:00PM","5.00","2nd","5896","393.07","99%","-0.6%","36.7","10.1","2.7","0.5","20.1","1.6","3.8","2.7","1.5","0.6","1.7","2.7","0.00","0.00","0.1","0.0","0.0"
"*04azw*","Lauri Markkanen","CLE","PF,F,Flx","146","UTA","24","MIA<br/>Mon 7:00PM","5.10","2nd","5856","308.21","95%","+5%","30.3","6.9","2.3","0.4","14.2","1.1","4.3","1.3","0.9","0.5","0.8","1.7","0.00","0.00","0.1","0.0","4.7"
"*042ne*","Malik Beasley","MIN","SG,G,Flx","148","HOU","25","","6.00","2nd","5765","221.73","69%","+28.7%","25.3","7.1","2.8","0.2","11.4","0.4","2.8","1.6","0.6","0.2","0.7","1.3","0.00","0.00","0.0","0.0","-3.7"
"*038xi*","Robert Covington","POR","SF,PF,F,Flx","149","CLE","30","","8.80","3rd","5752","221.23","81%","+1.1%","26.4","3.8","1.6","0.0","6.6","0.5","4.2","1.2","1.0","1.0","1.0","2.2","0.04","0.04","0.0","0.0","-2.3"
"*05uij*","Davion Mitchell","SAC","PG,SG,G,Flx","150","DET","23","@TOR<br/>Mon 7:00PM","3.30","4th","5723","211.96","62%","-7.6%","25.1","6.0","1.2","0.4","9.6","0.6","1.9","3.5","0.8","0.2","1.0","2.2","0.00","0.00","0.0","0.0","-1.8"
"*042nf*","Caris LeVert","IND","SG,G,SF,F,Flx","151","SAS","27","GS<br/>Mon 7:00PM","4.60","1st","5713","285.65","97%","-3.2%","27.6","8.3","1.3","0.5","15.5","0.5","2.4","3.1","0.9","0.6","1.5","1.9","0.00","0.00","0.0","0.0","5.8"
"*005kd*","Kevin Love","CLE","PF,F,Flx","152","CHA","33","MIA<br/>Mon 7:00PM","5.60","4th","5697","284.85","70%","+20%","19.3","5.2","1.9","0.1","11.3","1.1","6.0","2.0","0.3","0.3","1.1","1.1","0.05","0.00","0.1","0.0","2.3"
"*042o9*","Georges Niang","PHI","SF,PF,F,Flx","153","LAL","28","@MEM<br/>Mon 8:00PM","2.00","2nd","5657","209.52","40%","0%","23.0","4.8","2.0","0.1","10.6","0.2","2.3","1.5","0.6","0.3","0.7","2.5","0.04","0.00","0.0","0.0","1.6"
"*03aq3*","Kyle Anderson","MEM","SG,G,SF,F,Flx","154","BOS","28","PHI<br/>Mon 8:00PM","3.10","2nd","5558","241.65","70%","+10%","21.3","4.0","0.8","0.5","8.2","1.0","4.2","2.5","0.9","0.6","1.0","1.5","0.00","0.00","0.0","0.0","-5.6"
"*04qrv*","Lonnie Walker","SA","SG,G,SF,F,Flx","161","HOU","22","","3.10","2nd","5550","213.46","56%","+5.7%","21.9","6.1","1.5","0.2","10.6","0.2","2.7","2.3","0.6","0.3","1.3","1.3","0.00","0.00","0.0","0.0","0.9"
"*05uj9*","Herbert Jones","NO","SG,G,SF,F,Flx","160","SAS","23","","1.50","1st","5535","212.88","53%","+22.5%","26.3","3.2","0.4","0.3","6.9","1.2","2.2","1.8","1.4","0.9","1.2","2.9","0.04","0.00","0.0","0.0","0.2"
"*04ex6*","Isaiah Hartenstein","LAC","C,Flx","155","LAL","23","PHO<br/>Mon 10:30PM","2.00","2nd","5534","212.85","38%","+28.2%","15.4","1.6","0.1","0.7","7.2","1.8","2.8","1.7","0.8","1.2","1.0","2.5","0.12","0.00","0.0","0.0","2.8"
"*05qtj*","Deni Avdija","WAS","SG,G,SF,F,Flx","156","MIN","20","@DEN<br/>Mon 9:00PM","4.90","2nd","5520","204.44","38%","+27.5%","20.7","3.1","0.8","0.4","6.1","0.9","4.0","1.2","0.5","0.8","0.5","2.1","0.04","0.00","0.0","0.0","2.3"
"*005kf*","Eric Gordon","HOU","SG,G,Flx","157","SAS","32","@ATL<br/>Mon 7:30PM","3.40","1st","5487","249.41","60%","-0.4%","29.3","5.7","2.3","0.7","14.4","0.2","1.6","2.9","0.6","0.6","2.5","1.1","0.09","0.05","0.0","0.0","-3.5"
"*051or*","Cameron Johnson","PHO","SF,PF,F,Flx","158","CLE","25","@LAC<br/>Mon 10:30PM","3.00","4th","5463","218.52","53%","+12.7%","23.0","4.6","2.0","0.3","9.8","0.3","3.1","1.3","0.8","0.3","0.7","1.4","0.00","0.00","0.0","0.0","2.6"
"*05qtr*","Devin Vassell","SA","SG,G,SF,F,Flx","167","PHI","21","","4.40","2nd","5458","259.9","74%","+4.5%","23.8","5.0","1.7","0.4","11.2","0.6","3.2","1.5","1.1","0.7","0.6","1.9","0.00","0.00","0.0","0.0","0.6"
"*051pa*","Kevin Porter","HOU","SG,G,SF,F,Flx","159","DAL","21","@ATL<br/>Mon 7:30PM","10.00","4th","5449","286.79","97%","-3%","29.8","7.8","1.8","1.4","12.8","0.8","3.6","5.8","1.3","0.3","4.0","2.3","0.16","0.00","0.2","0.0","-3.1"
"*04qsu*","Shake Milton","PHI","PG,SG,G,Flx","162","MEM","25","@MEM<br/>Mon 8:00PM","4.50","3rd","5398","245.36","48%","+28.3%","24.5","5.3","1.0","0.2","11.3","0.5","2.5","2.8","0.7","0.4","1.0","1.9","0.00","0.00","0.0","0.0","-0.6"
"*05uiq*","Alperen Sengun","HOU","PF,F,C,Flx","163","CHA","19","@ATL<br/>Mon 7:30PM","5.00","4th","5374","214.96","81%","-8.6%","17.4","3.0","0.4","1.0","9.0","1.4","3.1","2.6","1.1","0.7","1.8","3.0","0.00","0.00","0.0","0.0","-2.0"
"*05qu9*","Immanuel Quickley","NY","PG,G,Flx","164","DAL","22","","5.50","3rd","5336","197.63","57%","+17.4%","21.0","5.1","1.6","0.1","9.6","0.4","1.9","2.5","0.7","0.0","1.0","2.0","0.00","0.00","0.0","0.0","3.6"
"*05qtm*","Precious Achiuwa","TOR","SF,PF,F,C,Flx","165","WAS","22","SAC<br/>Mon 7:00PM","2.80","2nd","5335","254.05","69%","-11.2%","26.0","5.4","0.3","0.8","8.0","2.3","5.9","1.6","0.5","0.6","1.1","2.5","0.00","0.00","0.2","0.0","0.1"
"*03r7l*","Larry Nance","POR","PF,F,Flx","166","ORL","28","","5.00","4th","5319","197","60%","+10.2%","19.1","2.2","0.4","0.4","5.9","1.4","3.4","1.4","0.9","0.3","0.7","1.4","0.04","0.00","0.0","0.0","0.7"
"*03r7m*","Cedi Osman","CLE","SF,PF,F,Flx","168","WAS","26","MIA<br/>Mon 7:00PM","3.00","2nd","5291","240.5","45%","+5.5%","22.4","4.8","2.4","0.4","11.6","0.4","2.3","1.8","1.1","0.4","0.9","1.8","0.00","0.00","0.0","0.0","1.7"
"*03e6u*","Bogdan Bogdanovic","ATL","SG,G,SF,F,Flx","169","CHA","29","HOU<br/>Mon 7:30PM","6.70","1st","5258","262.9","84%","-6.2%","27.8","5.5","2.1","0.1","11.6","0.3","3.2","2.5","0.7","0.2","0.9","1.9","0.00","0.00","0.0","0.0","2.8"
"*031m9*","Mason Plumlee","CHA","PF,F,C,Flx","170","DEN","31","@DAL<br/>Mon 8:30PM","3.40","1st","5207","260.35","79%","+8.6%","25.6","2.0","0.0","1.7","6.8","2.5","4.7","2.8","0.8","1.0","1.2","3.0","0.05","0.00","0.1","0.0","-0.5"
"*051p5*","Nassir Little","POR","SG,G,SF,F,Flx","171","CLE","21","","4.00","1st","5203","226.22","45%","+24.6%","21.0","3.2","1.0","0.4","8.3","1.3","3.8","0.7","0.7","0.6","0.9","2.0","0.00","0.00","0.0","0.0","-1.0"
"*005ll*","George Hill","MIL","PG,G,Flx","172","MIA","35","@BOS<br/>Mon 7:30PM","1.50","1st","5141","223.52","23%","+13%","26.3","3.4","1.0","0.1","7.4","0.9","2.7","2.5","0.8","0.1","1.0","1.7","0.04","0.00","0.0","0.0","7.7"
"*005ke*","Danilo Gallinari","ATL","SF,PF,F,Flx","173","DEN","33","HOU<br/>Mon 7:30PM","10.00","3rd","5104","221.91","52%","+21.5%","21.2","4.3","1.5","0.1","9.5","0.6","3.5","1.3","0.5","0.3","0.4","1.3","0.04","0.00","0.0","0.0","-0.9"
"*03ad7*","Kevon Looney","GS","C,Flx","174","LAC","25","@IND<br/>Mon 7:00PM","2.50","1st","5100","196.15","26%","+26.4%","17.6","2.0","0.0","0.8","5.6","2.3","4.0","1.2","0.5","0.7","0.7","2.5","0.00","0.00","0.0","0.0","2.3"
"*04qs1*","Anfernee Simons","POR","PG,SG,G,Flx","176","NYK","22","","3.30","3rd","5050","229.55","63%","+23.4%","22.5","5.4","2.0","0.0","12.0","0.5","2.1","2.2","0.5","0.2","1.1","1.6","0.00","0.00","0.0","0.0","0.6"
"*042nl*","Furkan Korkmaz","PHI","SG,G,SF,F,Flx","175","MIN","24","@MEM<br/>Mon 8:00PM","4.00","1st","5050","194.23","32%","+11.5%","21.3","5.1","1.5","0.2","8.3","0.3","2.5","2.4","0.7","0.1","0.9","0.8","0.00","0.00","0.0","0.0","-0.4"
"*05uj6*","Jeremiah Robinson-Earl","OKC","PF,F,C,Flx","180","SAS","21","","1.50","2nd","5040","193.85","44%","-26.1%","21.0","3.7","1.0","0.3","6.7","1.7","4.0","0.8","0.5","0.3","0.8","1.5","0.00","0.00","0.1","0.0","-6.2"
"*051p2*","Grant Williams","BOS","PF,F,Flx","177","LAL","23","MIL<br/>Mon 7:30PM","3.50","4th","5032","186.37","33%","+23%","21.3","2.4","1.4","0.1","7.1","0.6","2.6","1.0","0.4","0.6","0.6","2.0","0.00","0.00","0.0","0.0","-0.7"
"*001ax*","Jeff Green","DEN","SF,PF,F,C,Flx","178","DET","35","WAS<br/>Mon 9:00PM","2.80","1st","5022","193.15","41%","+10.7%","24.2","3.5","0.7","0.5","9.5","0.4","2.6","1.2","0.3","0.5","0.9","2.3","0.00","0.00","0.0","0.0","-0.5"
"*031lq*","Otto Porter","GS","SF,PF,F,Flx","179","CLE","28","@IND<br/>Mon 7:00PM","6.60","3rd","5017","218.13","48%","+18.1%","18.9","3.3","1.7","0.2","7.4","0.7","3.9","1.0","0.8","0.3","0.6","1.4","0.00","0.00","0.0","0.0","5.7"
"*01ens*","Patrick Beverley","MIN","PG,SG,G,Flx","181","CLE","33","","3.40","3rd","4996","262.95","56%","+16%","23.5","3.5","1.1","0.3","8.0","1.3","2.6","4.3","0.8","0.8","1.1","2.7","0.21","0.00","0.1","0.0","0.9"
"*02x1k*","Justin Holiday","IND","PG,SG,G,Flx","182","CHA","32","GS<br/>Mon 7:00PM","2.90","2nd","4963","215.78","34%","+24%","27.7","5.4","2.4","0.1","9.9","0.3","2.6","1.7","0.5","0.3","0.9","2.1","0.00","0.00","0.0","0.0","1.3"
"*01uz4*","Hassan Whiteside","UTA","C,Flx","183","OKC","32","","2.60","4th","4949","206.21","52%","+41.5%","14.9","1.9","0.0","0.6","7.5","2.3","4.6","0.3","0.2","1.4","1.0","2.9","0.17","0.08","0.2","0.0","3.3"
"*05qsx*","Obi Toppin","NY","SF,PF,F,Flx","184","MIN","23","","5.30","2nd","4895","188.27","41%","+21.4%","15.3","3.0","0.3","0.4","8.7","1.2","2.7","0.9","0.3","0.6","0.9","1.5","0.00","0.00","0.0","0.0","3.6"
"*04qsj*","Bruce Brown","BKN","PG,SG,G,Flx","187","WAS","25","","2.70","1st","4895","203.96","35%","+4.6%","22.0","3.4","0.3","0.2","6.9","1.4","2.9","1.1","1.3","0.4","0.6","2.5","0.00","0.00","0.0","0.0","-2.0"
"*038xl*","Dewayne Dedmon","MIA","C,Flx","185","MIA","32","@CLE<br/>Mon 7:00PM","3.00","1st","4885","180.93","53%","-6.7%","15.7","1.8","0.3","0.3","6.0","1.9","4.1","0.7","0.4","0.5","0.9","2.1","0.15","0.04","0.1","0.0","2.9"
"*02nf8*","Terrence Ross","ORL","SG,G,SF,F,Flx","186","IND","30","","6.60","3rd","4779","183.81","52%","+32%","24.5","5.5","1.4","0.4","10.7","0.2","1.9","2.0","0.5","0.2","1.5","1.2","0.00","0.00","0.0","0.0","-10.0"
"*03lls*","Jaylen Brown","BOS","SG,G,SF,F,Flx","188","MEM","25","MIL<br/>Mon 7:30PM","13.30","1st","4704","361.85","99%","-0.6%","32.2","9.0","2.4","1.1","21.4","0.5","4.8","2.2","1.1","0.5","2.4","2.7","0.00","0.00","0.0","0.0","4.4"
"*05uif*","Jalen Suggs","ORL","PG,SG,G,Flx","189","NYK","20","","6.10","4th","4646","221.24","88%","-12%","27.3","8.1","1.2","0.9","12.3","0.8","2.6","3.6","1.1","0.4","3.2","2.8","0.05","0.00","0.0","0.0","-4.5"
"*05qsk*","Isaac Okoro","CLE","SF,PF,F,Flx","190","BKL","20","MIA<br/>Mon 7:00PM","7.00","2nd","4590","218.57","46%","+5.6%","28.4","4.4","0.7","0.5","8.4","1.4","2.6","1.8","0.9","0.3","1.1","2.2","0.00","0.00","0.0","0.0","1.4"
"*043cj*","Gary Payton II","GS","PG,SG,G,Flx","191","DET","29","@IND<br/>Mon 7:00PM","2.00","1st","4561","182.44","24%","+24.3%","14.1","1.4","0.5","0.4","6.6","1.1","2.1","0.8","1.2","0.2","0.5","1.7","0.00","0.00","0.0","0.0","6.7"
"*01uz9*","Nemanja Bjelica","GS","PF,F,C,Flx","192","ORL","33","@IND<br/>Mon 7:00PM","3.10","3rd","4546","174.85","27%","+6.5%","13.9","2.8","0.9","0.3","6.4","0.9","3.0","1.5","0.7","0.3","1.2","1.4","0.00","0.00","0.0","0.0","3.9"
"*03e79*","Dwight Powell","DAL","PF,F,C,Flx","193","CLE","30","CHA<br/>Mon 8:30PM","3.10","2nd","4476","172.15","30%","+20.5%","19.3","1.6","0.3","0.5","5.8","2.0","2.6","1.2","0.5","0.5","0.7","2.4","0.04","0.00","0.0","0.0","-3.3"
"*055qo*","Caleb Martin","MIA","SF,F,Flx","194","FA","26","@CLE<br/>Mon 7:00PM","1.50","1st","4367","189.87","29%","+28.9%","19.0","3.0","0.9","0.6","7.6","0.8","2.3","1.0","0.9","0.6","0.6","1.5","0.04","0.00","0.0","0.0","2.0"
